NO,PEKERJAAN,KETERANGAN_PEKERJAAN,TANGGAL_LAHIR,STATUS_PERNIKAHAN,KETERANGAN_STATUS_PERNIKAHAN,KELURAHAN,KECAMATAN,KOTA,PROVINSI,PRODUK,SUB_PRODUK,KETERANGAN_SUB_PRODUK,TANGGAL_INPUT,PLAFOND,JK_WAKTUBULAN,HASIL_PRESCREENING_SLIK,HASIL_PRESCREENING_SIKPKUR,HASIL_PRESCREENING_DUKCAPIL,HASIL_PRESCREENING_DHNBI,HASIL_PRESCREENING_1,STATUS,KOLEKTABILITAS,KETERANGAN
879,9,"Pengajar (Guru,Dosen)",1970-11-25,K,Kawin,DURI KOSAMBI,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-16,89000000.0,46,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
880,37,Pegawai pemerintahan/lembaga negara,1986-04-30,K,Kawin,BAHAGIA,BABELAN,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-06-03,171000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
881,5,Administrasi umum,2000-03-01,B,Belum Kawin,JATIWARINGIN,PONDOK GEDE,BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2023-09-26,175190000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
882,99,Lain-Lain,1981-04-04,K,Kawin,JATINEGARA,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-11-06,95000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
883,37,Pegawai pemerintahan/lembaga negara,1981-12-06,K,Kawin,GANDARIA SELATAN,CILANDAK,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2018-05-09,232000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
884,12,Pelajar/Mahasiswa,1997-09-19,B,Belum Kawin,PONDOK KOPI,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-03-12,50000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
885,9,"Pengajar (Guru,Dosen)",1965-04-21,K,Kawin,SUKAHATI,CIBINONG,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-12-18,199800000.0,119,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
886,37,Pegawai pemerintahan/lembaga negara,1983-05-08,K,Kawin,GROGOL UTARA,KEBAYORAN LAMA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-19,40000000.0,40,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
887,5,Administrasi umum,1976-07-23,K,Kawin,TELUK PUCUNG,BEKASI UTARA,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-12-10,274000000.0,91,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
888,99,Lain-Lain,1985-01-11,K,Kawin,MENGORI,PEMALANG,KAB. PEMALANG,JAWA TENGAH,Konsumer,KMG,Kredit Multi Guna,2022-11-10,300000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
889,8,Marketing,1976-11-28,K,Kawin,BUKIT LAMA,ILIR BARAT I,PALEMBANG,SUMATERA SELATA,Konsumer,KPR,Kredit Pemilikan Rumah,2024-06-28,1000000000.0,100,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
890,8,Marketing,2004-04-09,B,Belum Kawin,PONDOK BAMBU,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2025-05-23,179150000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
891,26,Pengamanan,1972-05-30,K,Kawin,SUKA HARJA,PASARKEMIS,KAB. TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-06-23,228300000.0,94,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
892,37,Pegawai pemerintahan/lembaga negara,1981-08-28,K,Kawin,DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-04-26,22000000.0,180,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
893,11,Pensiunan,1963-10-05,K,Kawin,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-21,54000000.0,24,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
894,37,Pegawai pemerintahan/lembaga negara,1978-08-09,K,Kawin,PULAU PANGGANG,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-03-08,250000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
895,9,"Pengajar (Guru,Dosen)",1977-03-28,K,Kawin,TEGAL ALUR,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-01-26,330000000.0,180,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
896,9,"Pengajar (Guru,Dosen)",1967-06-15,D,Cerai,BAHAGIA,BABELAN,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-01-05,100000000.0,39,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
897,37,Pegawai pemerintahan/lembaga negara,1989-05-14,K,Kawin,BENDUNGAN HILIR,TANAH ABANG,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-06-05,135000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
898,12,Pelajar/Mahasiswa,1979-01-01,B,Belum Kawin,KUTAPOHACI,CIAMPEL,KAB. KARAWANG,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2009-11-18,30000000.0,48,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
899,9,"Pengajar (Guru,Dosen)",1970-03-29,K,Kawin,JATIMELATI,PONDOK MELATI,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-02-09,302000000.0,96,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
900,11,Pensiunan,1957-05-25,K,Kawin,MANGGARAI SELATAN,TEBET,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-09-09,88300000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
901,4,Eksekutif,1974-07-01,K,Kawin,TIRTAJAYA,SUKMAJAYA,KOTA DEPOK,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2014-12-15,12000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
902,37,Pegawai pemerintahan/lembaga negara,1980-07-26,K,Kawin,CENGKARENG BARAT,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-05-19,174248961.0,107,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
903,13,Wiraswasta,1981-11-28,K,Kawin,JATINEGARA KAUM,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2007-04-16,21000000.0,36,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
904,31,"Transportasi darat (masinis, sopir,kondektur)",1978-02-16,D,Cerai,PULAU PANGGANG,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-06-15,350000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
905,37,Pegawai pemerintahan/lembaga negara,1980-11-04,K,Kawin,CILEDUK,SETU,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-02-13,1050000000.0,164,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
906,37,Pegawai pemerintahan/lembaga negara,1987-09-09,K,Kawin,CIKETINGUDIK,BANTAR GEBANG,KOTA BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-12-21,230000000.0,240,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
907,37,Pegawai pemerintahan/lembaga negara,1990-03-06,K,Kawin,TEGAL ALUR,KALIDERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-05-26,602500000.0,192,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
908,37,Pegawai pemerintahan/lembaga negara,1964-12-04,K,Kawin,RAGUNAN,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2016-08-25,168700000.0,88,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
909,11,Pensiunan,1961-09-30,K,Kawin,RATU JAYA,CIPAYUNG,DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-03-10,150000000.0,114,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
910,37,Pegawai pemerintahan/lembaga negara,1991-01-13,B,Belum Kawin,JAKARTA,JAKARTA,JAKARTA PUSAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-12-04,157000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
911,99,Lain-Lain,1994-08-03,K,Kawin,PULO GEBANG,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2023-06-15,445000000.0,156,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
912,5,Administrasi umum,1976-06-12,K,Kawin,WANASARI,CIBITUNG,KAB. BEKASI,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2015-02-27,136666672.0,164,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
913,9,"Pengajar (Guru,Dosen)",1991-04-04,K,Kawin,PETUKANGAN SELATAN,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-03-08,190000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
914,13,Wiraswasta,1963-02-03,D,Cerai,DARWATI,RANCASARI,BANDUNG,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2023-11-17,20000000.0,24,High,Tidak Terdaftar KUR,Sesuai,Ya,Tidak Lolos,Reject,5,Macet
915,9,"Pengajar (Guru,Dosen)",1976-09-03,K,Kawin,PETUKANGAN UTARA,PESANGGRAHAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-12-05,150000000.0,72,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
916,13,Wiraswasta,1968-10-10,K,Kawin,SRENGSENG SAWAH,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Mikro,Mikro NON KUR,Mikro Non - Kredit Usaha Rakyat,2023-01-13,25000000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
917,37,Pegawai pemerintahan/lembaga negara,1991-10-13,K,Kawin,PAKUJAYA,SERPONG UTARA,TANGERANG SELATAN,BANTEN,Konsumer,KMG,Kredit Multi Guna,2020-12-03,30000000.0,120,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
918,99,Lain-Lain,1988-04-06,D,Cerai,SIDODADI,KEDATON,BANDAR LAMPUNG,LAMPUNG,Konsumer,KPR,Kredit Pemilikan Rumah,2025-01-03,308500000.0,216,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
919,9,"Pengajar (Guru,Dosen)",1989-12-09,K,Kawin,MELONG,CIMAHI SELATAN,KOTA DEPOK,JAWA BARAT,Konsumer,KPR,Kredit Pemilikan Rumah,2018-05-14,216000000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
920,37,Pegawai pemerintahan/lembaga negara,1981-06-11,K,Kawin,SEMPER BARAT,CILINCING,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-05-21,304000000.0,180,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
921,13,Wiraswasta,1996-04-06,K,Kawin,GUNUNG SINDUR,GUNUNG SINDUR,KAB. BOGOR,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-06-07,150000000.0,60,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,2,Dalam Perhatian Khusus
922,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1984-10-04,K,Kawin,CIPAYUNG,CIPAYUNG,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-02-12,371300000.0,204,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
923,11,Pensiunan,1966-02-10,K,Kawin,MEKARWANGI,TANAH SEREAL,BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-07-18,150000000.0,84,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
924,37,Pegawai pemerintahan/lembaga negara,1975-05-12,K,Kawin,KAMPUNG TENGAH,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-02-16,1226650000.0,108,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
925,5,Administrasi umum,1981-04-20,K,Kawin,CIPETE UTARA,KEBAYORAN BARU,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-07-19,950000000.0,156,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
926,9,"Pengajar (Guru,Dosen)",1970-03-11,D,Cerai,BALI MESTER,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-09-25,17500000.0,77,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
927,37,Pegawai pemerintahan/lembaga negara,1990-03-06,K,Kawin,HARAPAN JAYA,BEKASI UTARA,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2025-04-30,93000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
928,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1988-09-06,K,Kawin,KARANG SARI,NEGLASARI,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2024-09-03,110000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
929,9,"Pengajar (Guru,Dosen)",1975-09-30,K,Kawin,DUREN SAWIT,DUREN SAWIT,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-05-14,25000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
930,37,Pegawai pemerintahan/lembaga negara,1975-07-22,K,Kawin,PULO GADUNG,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-08-11,100000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
931,37,Pegawai pemerintahan/lembaga negara,1985-01-21,K,Kawin,PULAU KELAPA,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-04-16,100000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
932,13,Wiraswasta,1970-03-12,K,Kawin,SUNTER AGUNG,TANJUNG PRIOK,JAKARTA UTARA,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-02-27,500000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Ya,Tidak Lolos,Reject,5,Macet
933,13,Wiraswasta,1971-01-19,K,Kawin,WANASARI,CIBITUNG,KAB. BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-03-06,250000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
934,99,Lain-Lain,1974-01-01,K,Kawin,SEMANAN,KALI DERES,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-03,25000000.0,11,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
935,31,"Transportasi darat (masinis, sopir,kondektur)",1979-10-25,K,Kawin,CILILITAN,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-11-15,249000000.0,166,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
936,12,Pelajar/Mahasiswa,1987-05-20,K,Kawin,MEKAR MULYA,PANYILEUKAN,KOTA BANDUNG,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2021-11-22,200000000.0,84,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
937,12,Pelajar/Mahasiswa,1991-06-30,K,Kawin,KRAMATJATI,KRAMARJATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-08-28,550000000.0,192,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
938,19,"Tenaga Medis (Perawat, Bidan, dan sebagainya)",1988-11-29,K,Kawin,BEJI,BEJI,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2024-01-11,550000000.0,144,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
939,37,Pegawai pemerintahan/lembaga negara,1969-10-14,K,Kawin,CIJANTUNG,PASAR REBO,KOTA DEPOK,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2022-01-04,210400000.0,69,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
940,5,Administrasi umum,1981-05-13,D,Cerai,LARANGAN SELATAN,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-02-08,50000000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
941,13,Wiraswasta,1994-08-16,B,Belum Kawin,JAYAMUKTI,CIKARANG PUSAT,KAB. BEKASI,JAWA BARAT,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2024-08-05,160000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
942,5,Administrasi umum,1994-06-14,K,Kawin,JATINEGARA,CAKUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-01-14,25150000.0,11,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
943,99,Lain-Lain,1965-01-05,K,Kawin,CILANDAK TIMUR,PASAR MINGGU,JAKARTA SELATAN,DKI JAKARTA,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2025-02-12,50000000.0,36,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,1,Lancar
944,99,Lain-Lain,1988-06-19,K,Kawin,CIPINANG MUARA,JATINEGARA,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-08-01,173500000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
945,9,"Pengajar (Guru,Dosen)",1978-01-17,K,Kawin,CIBODASARI,CIBODAS,TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2025-07-07,85000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
946,99,Lain-Lain,1978-09-10,K,Kawin,KEMANGGISAN,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2023-08-24,175000000.0,120,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
947,37,Pegawai pemerintahan/lembaga negara,1992-05-23,K,Kawin,RAWA BUAYA,CENGKARENG,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-06-19,50000000.0,48,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
948,13,Wiraswasta,1986-04-02,K,Kawin,SRIMUKTI,TAMBUN UTARA,KAB. BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2023-05-17,229800000.0,180,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
949,26,Pengamanan,1983-07-10,K,Kawin,PISANGAN BARU,MATRAMAN,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-03-01,82700000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
950,4,Eksekutif,1983-03-11,K,Kawin,RAWABADAK SELATAN,KOJA,JAKARTA UTARA,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2021-05-07,150000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
951,5,Administrasi umum,1979-10-28,K,Kawin,JATI,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-03-18,89000000.0,48,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
952,13,Wiraswasta,1998-06-12,K,Kawin,SUKARAME,SUKARAME,BANDAR LAMPUNG,LAMPUNG,Mikro,Mikro KUR,Mikro Kredit Usaha Rakyat,2025-05-27,25000000.0,24,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,2,Dalam Perhatian Khusus
953,9,"Pengajar (Guru,Dosen)",1992-04-10,K,Kawin,JATIRADEN,JATI SAMPURNA,BEKASI,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2020-05-19,180000000.0,128,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
954,1,Accounting/Finance Officer,1978-01-22,K,Kawin,TANJUNG DUREN UTARA,GROGOL PETAMBURAN,JAKARTA BARAT,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2025-03-25,819000000.0,120,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
955,9,"Pengajar (Guru,Dosen)",1996-03-18,K,Kawin,KUNCIRAN INDAH,PINANG,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-06-27,95700000.0,60,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
956,7,Konsultan/Analis,1990-09-18,K,Kawin,PASIR JAYA,BOGOR BARAT - KOTA,KAB. BOGOR,JAWA BARAT,Konsumer,KMG,Kredit Multi Guna,2014-10-27,42000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
957,11,Pensiunan,1961-12-31,K,Kawin,GEBANG RAYA,PERIUK,KOTA TANGERANG,BANTEN,Konsumer,KMG,Kredit Multi Guna,2022-12-09,187000000.0,108,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
958,18,Dokter,1985-08-05,D,Cerai,PALMERAH,PALMERAH,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-05-08,683000000.0,168,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
959,9,"Pengajar (Guru,Dosen)",1985-11-12,K,Kawin,BATU AMPAR,KRAMAT JATI,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-10-07,106000000.0,60,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
960,99,Lain-Lain,1984-03-24,K,Kawin,PISANGAN TIMUR,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2020-12-08,750000000.0,228,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
961,9,"Pengajar (Guru,Dosen)",1995-02-18,K,Kawin,KEDAUNG,PAMULANG,TANGERANG SELATAN,BANTEN,Konsumer,KMG,Kredit Multi Guna,2023-10-26,100000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
962,9,"Pengajar (Guru,Dosen)",1968-11-18,K,Kawin,KELAPA DUA,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-07-25,55000000.0,51,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
963,11,Pensiunan,1971-11-01,K,Kawin,KALIBATA,PANCORAN,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2022-01-13,90000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
964,9,"Pengajar (Guru,Dosen)",1982-12-22,K,Kawin,CIPETE UTARA,KEBAYORAN BARU,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-04-04,150000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
965,9,"Pengajar (Guru,Dosen)",1975-09-13,K,Kawin,PULAU TIDUNG,KEPULAUAN SERIBU SELATAN,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2024-11-11,460000000.0,129,High,-,Sesuai,Tidak,Lolos,Waiting Approval,3,Kurang Lancar
966,5,Administrasi umum,1981-03-12,K,Kawin,PULAU HARAPAN,KEPULAUAN SERIBU UTARA,KEPULAUAN SERIBU,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2025-02-14,24500000.0,10,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
967,12,Pelajar/Mahasiswa,1976-02-12,K,Kawin,CIPINANG,PULO GADUNG,JAKARTA TIMUR,DKI JAKARTA,Konsumer,KPR,Kredit Pemilikan Rumah,2014-12-15,309000000.0,180,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
968,37,Pegawai pemerintahan/lembaga negara,1982-12-03,K,Kawin,CIGANJUR,JAGAKARSA,JAKARTA SELATAN,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2023-07-11,100000000.0,60,Low,-,Sesuai,Tidak,Lolos,Accept,1,Lancar
969,9,"Pengajar (Guru,Dosen)",1983-07-04,K,Kawin,KEBON JERUK,KEBON JERUK,JAKARTA BARAT,DKI JAKARTA,Konsumer,KMG,Kredit Multi Guna,2020-05-19,229411076.0,105,Medium,-,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,2,Dalam Perhatian Khusus
