Pekerjaan,Status Pernikahan,Produk,Sub Produk,Plafond,Jangka Waktu,Hasil Prescreening SLIK,Hasil Prescreening SIPKUR,Hasil Prescreening Dukcapil,Hasil Prescreening DHNBI,Hasil Prescreening,Status Aplikasi,Kolektabilitas,Usia
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,228300000.0,94,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,50
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,22000000.0,180,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,40
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,54000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,61
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,250000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,44
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,330000000.0,180,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,45
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,100000000.0,39,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,57
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,135000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pelajar/Mahasiswa,Belum Kawin,Konsumer,Kredit Multi Guna,30000000.0,48,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,302000000.0,96,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,51
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,88300000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,64
Eksekutif,Kawin,Konsumer,Kredit Pemilikan Rumah,12000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,174248961.0,107,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,40
Wiraswasta,Kawin,Konsumer,Kredit Multi Guna,21000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,25
"Transportasi darat (masinis, sopir,kondektur)",Cerai,Konsumer,Kredit Multi Guna,350000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1050000000.0,164,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,44
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,230000000.0,240,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,35
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,602500000.0,192,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,35
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,168700000.0,88,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,52
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,150000000.0,114,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,60
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,157000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,34
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,445000000.0,156,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,29
Administrasi umum,Kawin,Konsumer,Kredit Pemilikan Rumah,136666672.0,164,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,190000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
Wiraswasta,Cerai,Mikro,Mikro Kredit Usaha Rakyat,20000000.0,24,High,Tidak Terdaftar KUR,Sesuai,Ya,Tidak Lolos,Reject,Tidak Lancar,61
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,150000000.0,72,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Wiraswasta,Kawin,Mikro,Mikro Non - Kredit Usaha Rakyat,25000000.0,24,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,30000000.0,120,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,29
Lain-Lain,Cerai,Konsumer,Kredit Pemilikan Rumah,308500000.0,216,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Pemilikan Rumah,216000000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,28
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,304000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,40
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,60,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,Lancar,28
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,371300000.0,204,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,39
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,150000000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,58
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,1226650000.0,108,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,49
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,950000000.0,156,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,41
"Pengajar (Guru,Dosen)",Cerai,Konsumer,Kredit Multi Guna,17500000.0,77,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,54
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,93000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,35
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,110000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,25000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Ya,Tidak Lolos,Reject,Tidak Lancar,54
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,250000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,25000000.0,11,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,249000000.0,166,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
Pelajar/Mahasiswa,Kawin,Konsumer,Kredit Multi Guna,200000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,35
Pelajar/Mahasiswa,Kawin,Konsumer,Kredit Multi Guna,550000000.0,192,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,33
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,550000000.0,144,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,35
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,210400000.0,69,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,52
Administrasi umum,Cerai,Konsumer,Kredit Multi Guna,50000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,42
Wiraswasta,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,160000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,30
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,25150000.0,11,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
Lain-Lain,Kawin,Mikro,Mikro Kredit Usaha Rakyat,50000000.0,36,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,60
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,173500000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,85000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,175000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,50000000.0,48,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
Wiraswasta,Kawin,Konsumer,Kredit Multi Guna,229800000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
Pengamanan,Kawin,Konsumer,Kredit Multi Guna,82700000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,38
Eksekutif,Kawin,Konsumer,Kredit Multi Guna,150000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,38
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,89000000.0,48,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,44
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,25000000.0,24,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,Lancar,27
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,180000000.0,128,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,28
Accounting/Finance Officer,Kawin,Konsumer,Kredit Pemilikan Rumah,819000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,47
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,95700000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,27
Konsultan/Analis,Kawin,Konsumer,Kredit Multi Guna,42000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,24
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,187000000.0,108,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,61
Dokter,Cerai,Konsumer,Kredit Multi Guna,683000000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,106000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,39
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,750000000.0,228,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,29
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,55000000.0,51,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,56
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,90000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,50
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,150000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,40
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,460000000.0,129,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,24500000.0,10,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,44
Pelajar/Mahasiswa,Kawin,Konsumer,Kredit Pemilikan Rumah,309000000.0,180,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,39
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,41
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,229411076.0,105,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,64000000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,33
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,33000000.0,104,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,51
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,191650000.0,84,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,31
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,221000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Lain-Lain,Cerai,Konsumer,Kredit Multi Guna,24500000.0,10,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,67600000.0,55,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,45
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,146000000.0,168,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,37
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,273900000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,33
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,17000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,30
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,300000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,32
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,162000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,33
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,159000000.0,96,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,51
Wiraswasta,Belum Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,48,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,28
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,54000000.0,24,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,69300000.0,180,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,34
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Kawin,Konsumer,Kredit Multi Guna,473800000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,29
"Buruh (buruh pabrik,buruh bangunan,buruhtani)",Kawin,Konsumer,Kredit Multi Guna,70000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,369500000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,36
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,90000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,50
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,228500000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,32
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,150000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,34
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Pemilikan Rumah,322042364.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,22000000.0,9,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,266000000.0,96,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,51
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,262000000.0,96,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,494200000.0,132,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,46
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,202000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,37
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,22000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,55
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,75000000.0,84,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,39
Pegawai pemerintahan/lembaga negara,Belum Kawin,Konsumer,Kredit Multi Guna,199000000.0,60,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,28
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,145000000.0,72,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,52
Administrasi umum,Kawin,Konsumer,Kredit Multi Guna,298000000.0,165,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,60000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,65
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,177000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
Lain-Lain,Kawin,Konsumer,Kredit Multi Guna,30000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,44
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,36700000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,100000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,53
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,259300000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,37
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,338000000.0,120,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,39
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,305000000.0,84,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,45
Lain-Lain,Kawin,Konsumer,Kredit Pemilikan Rumah,187000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,42
"Transportasi darat (masinis, sopir,kondektur)",Belum Kawin,Konsumer,Kredit Multi Guna,30000000.0,120,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,31
Lain-Lain,Belum Kawin,Konsumer,Kredit Pemilikan Rumah,157700000.0,180,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,22
Pegawai pemerintahan/lembaga negara,Cerai,Konsumer,Kredit Multi Guna,210000000.0,72,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,54
Eksekutif,Belum Kawin,Konsumer,Kredit Multi Guna,25000000.0,36,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,30
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,200000000.0,60,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,42
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,450000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,43
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,12000000.0,10,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,25
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,575000000.0,102,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,49
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,53000000.0,36,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,53
"Transportasi darat (masinis, sopir,kondektur)",Kawin,Konsumer,Kredit Multi Guna,463700000.0,168,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,42
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,130000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,48
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,364023244.0,110,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,47
Teknologi informasi,Kawin,Mikro,Mikro Kredit Usaha Rakyat,270000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,26
"Pengajar (Guru,Dosen)",Belum Kawin,Konsumer,Kredit Multi Guna,70000000.0,60,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,33
Lain-Lain,Belum Kawin,Konsumer,Kredit Multi Guna,13000000.0,9,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,26
"Tenaga Medis (Perawat, Bidan, dan sebagainya)",Belum Kawin,Konsumer,Kredit Multi Guna,437600000.0,121,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,26
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,51
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,180000000.0,60,Medium,Tidak Terdaftar KUR,Tidak Sesuai,Tidak,Tidak Lolos,Reject,Lancar,35
Pensiunan,Kawin,Konsumer,Kredit Multi Guna,148000000.0,86,Medium,TIDAK DILAKUKAN,Tidak Sesuai,Tidak,Lolos Bersyarat,Waiting Approval,Lancar,63
Wiraswasta,Kawin,Mikro,Mikro Kredit Usaha Rakyat,400000000.0,48,High,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,27
Lain-Lain,Kawin,Mikro,Mikro Kredit Usaha Rakyat,500000000.0,60,Low,Tidak Terdaftar KUR,Sesuai,Tidak,Lolos,Accept,Lancar,24
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,10000000.0,24,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,34
Pegawai pemerintahan/lembaga negara,Kawin,Konsumer,Kredit Multi Guna,847000000.0,180,High,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Waiting Approval,Tidak Lancar,43
"Pengajar (Guru,Dosen)",Kawin,Konsumer,Kredit Multi Guna,93800000.0,60,Low,TIDAK DILAKUKAN,Sesuai,Tidak,Lolos,Accept,Lancar,24
